Column1,Column2
0,"we never really feel involved with the story  as all of its ideas remain just that : abstract ideas . "
1,"the film occasionally tries the viewer's patience with slow pacing and a main character who sometimes defies sympathy  but it ultimately satisfies with its moving story . "
1,"the sentimental cliches mar an otherwise excellent film . a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 . "
1,"sharp edges and a deep vein of sadness run through its otherwise comic narrative . "
0,"message movie or an action-packed submarine spectacular ? alas  it's neither . "
1,"the actors are so terrific at conveying their young angst  we do indeed feel for them . "
1,"manages to be wholesome and subversive at the same time . "
1,"there's a lot of tooth in roger dodger . but what's nice is that there's a casual intelligence that permeates the script . "
0,"all the well-meaningness in the world can't erase the fact that the believer feels like a 12-step program for the jewish nazi . "
1,"a smart  steamy mix of road movie  coming-of-age story and political satire . "
0," . . . jones  despite a definitely distinctive screen presence  just isn't able to muster for a movie that  its title notwithstanding  should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts . "
1,"the farcical elements seemed too pat and familiar to hold my interest  yet its diverting grim message is a good one . "
0,"just isn't as weird as it ought to be . "
1,"most haunting about  fence  is its conclusion  when we hear the ultimate fate of these girls and realize  much to our dismay  that this really did happen . noyce's greatest mistake is thinking that we needed sweeping  dramatic  hollywood moments to keep us"
1,"about a manga-like heroine who fights back at her abusers  it's energetic and satisfying if not deep and psychological . "
1,"unexpected moments of authentically impulsive humor are the hallmark of this bittersweet  uncommonly sincere movie that portrays the frank humanity of卐motional recovery . "
1,"it further declares its director  zhang yang of shower  as a boldly experimental  contemporary stylist with a bright future . "
1,"[shyamalan] turns the goose-pimple genre on its empty head and fills it with spirit  purpose and emotionally bruised characters who add up to more than body count . "
1,"this rich  bittersweet israeli documentary  about the life of song-and-dance-man pasach'ke burstein and his family  transcends ethnic lines . "
1," . . . the one thing this wild film has that other imax films don't : chimps  lots of chimps  all blown up to the size of a house . that's fun for kids of any age . "
0,"a sloppy slapstick throwback to long gone bottom-of-the-bill fare like the ghost and mr . chicken . "
1,"hey  who else needs a shower ? "
1,"not everyone will welcome or accept the trials of henry kissinger as faithful portraiture  but few can argue that the debate it joins is a necessary and timely one . "
0,"basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . "
1,"each punch seen through prison bars  the fights become not so much a struggle of man vs . man as brother-man vs . the man . "
0,"ear-splitting exercise in formula crash-and-bash action . "
1,"effective but too-tepid biopic"
0,"most of the action setups are incoherent . "
0,"though it pretends to expose the life of male hustlers  it's exploitive without being insightful . "
0,"as elegantly crafted as it often is  anderson's movie is essentially a one-trick pony that  hampered by an undeveloped script  ultimately pulls up lame . "
0,"schaefer's . . . determination to inject farcical raunch . . . drowns out the promise of the romantic angle . "
1,"[d]espite its familiar subject matter  ice age is consistently amusing and engrossing . . . "
0,"showtime is closer to slowtime . "
1,"offers the flash of rock videos fused with solid performances and eerie atmosphere . "
0,"festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you . "
1,"my thoughts were focused on the characters . that is a compliment to kuras and miller . if i had been thinking about the visual medium  they would have been doing something wrong . "
0,"this is a movie where the most notable observation is how long you've been sitting still . "
1,"ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled . "
1,"director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz  holding it all together . "
1,"reminiscent of alfred hitchcock's thrillers  most of the scary parts in 'signs' occur while waiting for things to happen . "
1,"kinnear's performance is a career-defining revelation . "
1,"a soap-opera quality twist in the last 20 minutes . . . almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination . "
0,"diane lane's sophisticated performance can't rescue adrian lyne's unfaithful from its sleazy moralizing . "
